cmc_id,symbol,name,picked_chainid,picked_address,reachable,n_platforms,platforms
36341,ASTER,Aster,56,0x000Ae314E2A2172a039B26378814C252734f556A,True,1,BNB Smart Chain (BEP20):0x000Ae314E2A2172a039B26378814C252734f556A
36410,MYX,MYX Finance,56,0xD82544bf0dfe8385eF8FA34D67e6e4940CC63e16,True,1,BNB Smart Chain (BEP20):0xD82544bf0dfe8385eF8FA34D67e6e4940CC63e16
36458,AETHWETH,Aave Ethereum WETH,1,0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,True,1,Ethereum:0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8
36462,A,Vaulta,,,False,1,Vaulta:core.vaulta
36507,PUMP,Pump.fun,,,False,1,Solana:pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn
36532,B,BUILDon,56,0x6bdcce4a559076e37755a78ce0c06214e59e4444,True,1,BNB Smart Chain (BEP20):0x6bdcce4a559076e37755a78ce0c06214e59e4444
36671,SAHARA,Sahara AI,1,0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111,True,2,Ethereum:0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111 | BNB Smart Chain (BEP20):0xFDFfB411C4A70AA7C95D5C981a6Fb4Da867e1111
37986,LIGHT,Light,,,False,1,Solana:LiGHtkg3uTa9836RaNkKLLriqTNRcMdRAhqjGWNv777
38299,AVNT,Avantis,8453,0x696F9436B67233384889472Cd7cD58A6fB5DF4f1,True,1,Base:0x696F9436B67233384889472Cd7cD58A6fB5DF4f1
38353,MET,Meteora,,,False,1,Solana:METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL
38408,BARD,Lombard,1,0xf0DB65D17e30a966C2ae6A21f6BBA71cea6e9754,True,2,Ethereum:0xf0DB65D17e30a966C2ae6A21f6BBA71cea6e9754 | BNB Smart Chain (BEP20):0xd23A186A78c0B3B805505E5f8ea4083295ef9f3a
38417,RIVER,River,1,0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3,True,3,Ethereum:0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3 | BNB Smart Chain (BEP20):0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3 | Base:0xdA7AD9dea9397cffdDAE2F8a052B82f1484252B3
38770,MEGA,MegaETH,,,False,2,Solana:megaA5QDK1qLXtjpvg9oCFMvxT9d5BCMrVTBddnM5kV | MegaETH:0x28B7E77f82B25B95953825F1E3eA0E36c1c29861
38779,syrupUSDC,syrupUSDC,1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,True,3,Ethereum:0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b | Solana:AvZZF1YaZDziPY2RCK4oJrRVrbN3mTD9NL24hPeaZeUj | Arbitrum:0x41ca7586cc1311807b4605fbb748a3b8862b42b5
38786,syrupUSDT,syrupUSDT,1,0x356b8d89c1e1239cbbb9de4815c39a1474d5ba7d,True,2,Ethereum:0x356b8d89c1e1239cbbb9de4815c39a1474d5ba7d | Plasma:0xc4374775489cb9c56003bf2c9b12495fc64f0771
38967,RAVE,RaveDAO,1,0x17205fab260a7a6383a81452cE6315A39370Db97,True,3,Ethereum:0x17205fab260a7a6383a81452cE6315A39370Db97 | BNB Smart Chain (BEP20):0x97693439ea2f0ecdeb9135881e49f354656a911c | Base:0x1aa8fd5bcce2231c6100d55bf8b377cff33acfc3
39042,POWER,Power Protocol,1,0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223,True,3,Ethereum:0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223 | BNB Smart Chain (BEP20):0x9dC44ae5BE187ECA9e2A67e33f27A4c91cEA1223 | Ronin:0x394cEF8bDd737EE24DBc9f43d0d5D2ab83136054
39125,LIT,Lighter,1,0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,True,1,Ethereum:0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2
39379,GWEI,ETHGas,1,0x2798b1cC5A993085E8A9D46e80499F1B63f42204,True,2,Ethereum:0x2798b1cC5A993085E8A9D46e80499F1B63f42204 | BNB Smart Chain (BEP20):0x30117E4bC17d7B044194b76A38365C53b72F7D49
39720,EDGE,edgeX,1,0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241,True,2,Ethereum:0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241 | BNB Smart Chain (BEP20):0x70f2eadf1ca1969ff42b0c78e9da519e8937cbaf
39841,GENIUS,Genius Terminal,56,0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6,True,1,BNB Smart Chain (BEP20):0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6
7127,VELO,Velodrome Finance,56,0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46,True,2,BNB Smart Chain (BEP20):0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46 | Stellar:VELO-GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M
5728,BAL,Balancer,1,0xba100000625a3754423978a60c9317c58a424e3D,True,8,Ethereum:0xba100000625a3754423978a60c9317c58a424e3D | HECO:0x045de15ca76e76426e8fc7cba8392a3138078d0f | Gnosis Chain:0x7eF541E2a22058048904fE5744f9c7E4C57AF717 | Polygon:0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3 | Optimism:0xFE8B128bA8C78aabC59d4c64cEE7fF28e9379921 | Arbitrum:0x040d1edc9569d4bab2d1
5692,COMP,Compound,1,0xc00e94cb662c3520282e6f5717214004a7f26888,True,7,Ethereum:0xc00e94cb662c3520282e6f5717214004a7f26888 | BNB Smart Chain (BEP20):0x52ce071bd9b1c4b00a0b92d298c512478cad67e8 | Solana:AwEauVaTMQRB71WeDnwf1DWSBxaMKjEPuxyLr1uixFom | Gnosis Chain:0xDf6FF92bfDC1e8bE45177DC1f4845d391D3ad8fD | Avalanche C-Chain:0xc3048E19E76CB9a3Aa9d77D8C03c29Fc906e2437 | So
n/a,ANGLE,Angle Protocol,,,False,0,
