cmc_id,symbol,name,in_universe,asset_class,classification_basis,defillama_categories,ambiguous_flag,staking_start,transition_note,tags,asset_class_original,confirmation_basis,sector,market_cap,month_end
2559,AUTO,Cube,True,token,DeFiLlama governance/DeFi category: ['Yield Aggregator'],Yield Aggregator,True,,,cybersecurity,token,,Yield Aggregator,2258323.10440022,2020-11-30
2945,BOX,ContentBox,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs;Indexes,True,,,,token,,Dexs;Indexes,2189598.5950692,2020-10-31
793,CELL,SolarFarm,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,2055057.90330237,2016-03-31
814,DOT,Dotcoin,True,token,DeFiLlama governance/DeFi category: ['Yield'],Foundation;Liquid Staking;Yield,True,,,,token,,Foundation;Liquid Staking;Yield,1799635.26769612,2018-12-31
2176,HST,Decision Token,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad;Prediction Market,True,,,,token,,Launchpad;Prediction Market,1199670.94732703,2019-07-31
1847,MSP,Mothership,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,1169287.1621606,2019-01-31
1867,CTR,Centra,True,token,DeFiLlama governance/DeFi category: ['Yield'],Governance Incentives;Yield,True,,,,token,,Governance Incentives;Yield,1119876.41453743,2018-05-31
1573,CASINO,Casino,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,1116353.98864746,2017-11-30
659,BITS,Bitswift,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,enterprise-solutions;platform,token,,Yield,1056669.98086495,2020-11-30
1882,CAT,BlockCAT,True,token,DeFiLlama governance/DeFi category: ['Yield Aggregator'],Yield Aggregator,True,,,,token,,Yield Aggregator,789427.80843445,2018-10-31
2015,ATM,ATMChain,True,token,DeFiLlama governance/DeFi category: ['Options'],Options,True,,,,token,,Options,610385.19675814,2018-10-31
1984,SUB,Substratum,True,token,DeFiLlama governance/DeFi category: ['Reserve Currency'],Reserve Currency,True,,,distributed-computing;platform;sharing-economy,token,,Reserve Currency;DePIN,578954.08408214,2020-11-30
671,GAIA,GAIA,True,token,DeFiLlama governance/DeFi category: ['Reserve Currency'],Reserve Currency,True,,,,token,,Reserve Currency,447620.2128282,2018-03-31
1125,AMP,HyperSpace,True,token,DeFiLlama governance/DeFi category: ['Algo-Stables'],Algo-Stables;Payments,True,,,,token,,Algo-Stables;Payments,406576.22045254,2019-09-30
2120,FUEL,Etherparty,True,token,DeFiLlama governance/DeFi category: ['Yield'],Bridge;Chain;Yield,True,,,dapp;marketplace;payments,token,,Bridge;Chain;Yield;Payments,400152.74208,2020-11-30
1062,FLY,Flycoin,True,token,DeFiLlama governance/DeFi category: ['CDP'],CDP;Cross Chain Bridge,True,,,,token,,CDP;Cross Chain Bridge,390946.52582858,2018-03-31
1091,PLS,PLAY,True,token,DeFiLlama governance/DeFi category: ['Yield'],Chain;Yield,True,,,,token,,Chain;Yield,291200.26931897,2017-02-28
2663,KST,StarCoin,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,237354.81288298,2020-11-30
963,CORE,CORE,True,token,"DeFiLlama governance/DeFi category: ['Derivatives', 'Yield']",Canonical Bridge;Derivatives;Yield,True,,,,token,,Canonical Bridge;Derivatives;Yield,132821.91657066,2016-07-31
2242,QBT,Qbao,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,marketplace,token,,Lending,130752.71554743,2020-11-30
785,GP,GoldPieces,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad,True,,,,token,,Launchpad,121886.72392168,2018-02-28
810,LQD,LIQUID,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,,token,,Lending,117622.41100089,2017-02-28
1166,WARP,WARP,True,token,"DeFiLlama governance/DeFi category: ['Lending', 'Reserve Currency']",Lending;Reserve Currency,True,,,,token,,Lending;Reserve Currency,83444.4254334,2018-02-28
703,RBT,Rimbit,True,token,DeFiLlama governance/DeFi category: ['Reserve Currency'],Reserve Currency,True,,,,token,,Reserve Currency,77559.95145606,2020-11-30
329,SYNC,Sync,True,token,DeFiLlama governance/DeFi category: ['Reserve Currency'],NFT Lending;Reserve Currency,True,,,,token,,NFT Lending;Reserve Currency,68044.62172233,2016-12-31
1722,MORE,More Coin,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,entertainment;events;loyalty,token,,Lending,44357.86989376,2020-11-30
1295,DRACO,DT Token,True,token,"DeFiLlama governance/DeFi category: ['Algo-Stables', 'Farm']",Algo-Stables;Farm,True,,,,token,,Algo-Stables;Farm,34392.80584003,2017-10-31
314,OC,OrangeCoin,True,token,DeFiLlama governance/DeFi category: ['Yield Aggregator'],Yield Aggregator,True,,,,token,,Yield Aggregator,18330.31538282,2016-07-31
1080,NEU,NeuCoin,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,,token,,Yield,17941.20176907,2017-05-31
399,MIN,Mineralscoin,True,token,DeFiLlama governance/DeFi category: ['Dexs'],DEX Aggregator;Dexs,True,,,,token,,DEX Aggregator;Dexs,14531.71819882,2015-12-31
661,ARCH,ARCHcoin,True,token,DeFiLlama governance/DeFi category: ['Leveraged Farming'],Leveraged Farming,True,,,,token,,Leveraged Farming,11562.47077698,2017-03-31
473,APEX,ApexCoin,True,token,"DeFiLlama governance/DeFi category: ['Derivatives', 'Dexs']",Derivatives;Dexs,True,,,,token,,Derivatives;Dexs,8690.88860011,2016-11-30
888,JAY,Jay,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,,token,,Yield,4998.03360609,2016-06-30
1121,BST,BitStone,True,token,"DeFiLlama governance/DeFi category: ['Farm', 'Yield']",Farm;Yield,True,,,,token,,Farm;Yield,1624.92195396,2016-02-29
